section	subgroup	case	title	rc	started_ms	finished_ms	duration_ms	log_path
TESTS	unit	rust-defines-memcpy	Rust defines memcpy in the kernel helper module	0	1775499137147	1775499137156	9	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/rust-defines-memcpy.log
TESTS	unit	rust-defines-memset	Rust defines memset in the kernel helper module	0	1775499137171	1775499137181	10	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/rust-defines-memset.log
TESTS	unit	rust-defines-memory-backend-dispatch	kernel memory family defines a canonical backend dispatch leaf	0	1775499137196	1775499137208	12	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/rust-defines-memory-backend-dispatch.log
TESTS	unit	memory-facade-exposes-backend-queries	kernel memory facade exposes selected backend queries	0	1775499137223	1775499137236	13	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/memory-facade-exposes-backend-queries.log
TESTS	unit	rust-exports-kfs-memcpy	kernel memory family exports kfs_memcpy	0	1775499137251	1775499137263	12	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/rust-exports-kfs-memcpy.log
TESTS	unit	rust-exports-kfs-memset	kernel memory family exports kfs_memset	0	1775499137275	1775499137286	11	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/rust-exports-kfs-memset.log
TESTS	unit	rust-avoids-extern-memcpy	kernel memory family does not fall back to extern memcpy	0	1775499137301	1775499137315	14	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/rust-avoids-extern-memcpy.log
TESTS	unit	rust-avoids-extern-memset	kernel memory family does not fall back to extern memset	0	1775499137329	1775499137342	13	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/rust-avoids-extern-memset.log
TESTS	unit	release-kernel-exports-kfs-memcpy	release kernel exports kfs_memcpy	0	1775499137357	1775499137365	8	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/release-kernel-exports-kfs-memcpy.log
TESTS	unit	release-kernel-exports-kfs-memset	release kernel exports kfs_memset	0	1775499137378	1775499137386	8	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/release-kernel-exports-kfs-memset.log
TESTS	unit	memory-helpers-avoid-volatile-access	memory helpers avoid volatile ordinary-memory access	0	1775499137398	1775499137407	9	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/memory-helpers-avoid-volatile-access.log
TESTS	unit	host-memset-sse2-backend-preserves-contract	host memset preserves its contract on the SSE2 backend	0	1775499136747	1775499137837	1090	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-memset-sse2-backend-preserves-contract.log
BOOT TESTS	-	terminal-switching-preserves-screen-contents	host-driven VNC E2E preserves isolated screen contents when switching terminals	0	1775499132792	1775499137982	5190	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/boot-tests/root/terminal-switching-preserves-screen-contents.log
TESTS	unit	host-simd-cpuid-absence-disables-support	host SIMD support helper treats missing CPUID as no support	0	1775499137421	1775499138635	1214	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-simd-cpuid-absence-disables-support.log
TESTS	unit	host-simd-feature-bits-map-correctly	host SIMD support helper maps MMX/SSE/SSE2 bits correctly	0	1775499137849	1775499138886	1037	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-simd-feature-bits-map-correctly.log
TESTS	unit	host-simd-uninitialized-policy-denies-acceleration	uninitialized SIMD policy denies all acceleration	0	1775499138648	1775499139602	954	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-simd-uninitialized-policy-denies-acceleration.log
TESTS	unit	host-simd-runtime-blocked-policy-denies-acceleration	runtime-blocked SIMD policy preserves detection but denies execution	0	1775499138900	1775499139916	1016	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-simd-runtime-blocked-policy-denies-acceleration.log
BOOT TESTS	-	destroying-last-terminal-keeps-active-indicator-stable	host-driven VNC E2E keeps the active-terminal indicator stable when destroying the last remaining terminal	0	1775499137996	1775499140048	2052	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/boot-tests/root/destroying-last-terminal-keeps-active-indicator-stable.log
TESTS	unit	host-simd-runtime-owned-policy-is-observable	runtime-owned SIMD policy is observable while acceleration remains deferred	0	1775499139615	1775499140769	1154	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-simd-runtime-owned-policy-is-observable.log
TESTS	unit	host-simd-runtime-owned-sse2-policy-allows-acceleration	runtime-owned SIMD policy can allow SSE2 acceleration while MMX/SSE remain blocked	0	1775499139928	1775499141095	1167	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-simd-runtime-owned-sse2-policy-allows-acceleration.log
TESTS	unit	host-simd-forced-scalar-policy-denies-acceleration	forced-scalar SIMD policy denies all acceleration	0	1775499140782	1775499141834	1052	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-simd-forced-scalar-policy-denies-acceleration.log
TESTS	unit	host-simd-no-cpuid-policy-denies-acceleration	no-CPUID SIMD policy denies all acceleration	0	1775499141109	1775499142137	1028	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-simd-no-cpuid-policy-denies-acceleration.log
TESTS	unit	host-simd-no-supported-features-stays-scalar	CPUID-without-MMX/SSE/SSE2 still yields scalar-only policy	0	1775499141849	1775499142840	991	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-simd-no-supported-features-stays-scalar.log
TESTS	unit	machine-defines-simd-support	machine layer defines SIMD detection helpers	0	1775499142856	1775499142870	14	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/machine-defines-simd-support.log
TESTS	unit	klib-defines-runtime-policy	klib layer defines the runtime SIMD policy surface	0	1775499142882	1775499142896	14	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/klib-defines-runtime-policy.log
TESTS	unit	klib-policy-defaults-to-scalar-guardrails	klib runtime policy defaults to scalar guardrails	0	1775499142908	1775499142934	26	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/klib-policy-defaults-to-scalar-guardrails.log
TESTS	unit	memory-facade-exposes-simd-guardrails	memory facade exposes SIMD guardrail queries without importing machine	0	1775499142945	1775499142957	12	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/memory-facade-exposes-simd-guardrails.log
TESTS	unit	host-simd-guardrails-reach-klib	memory facade exposes the SIMD guardrail seam through klib	0	1775499142149	1775499143171	1022	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-simd-guardrails-reach-klib.log
TESTS	unit	host-strlen-embedded-nul-stops-first	host strlen stops at the first embedded NUL	0	1775499143185	1775499144151	966	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-strlen-embedded-nul-stops-first.log
TESTS	unit	host-strlen-unit-tests-pass	host strlen baseline unit tests pass	0	1775499142969	1775499145028	2059	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-strlen-unit-tests-pass.log
BOOT TESTS	-	compact-scroll-keeps-output-inside-centered-viewport	host-driven VNC E2E keeps compact scrolling output inside the centered viewport	0	1775499123028	1775499145260	22232	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/boot-tests/root/compact-scroll-keeps-output-inside-centered-viewport.log
TESTS	unit	host-strlen-unaligned-start	host strlen handles an unaligned starting pointer	0	1775499144175	1775499145337	1162	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-strlen-unaligned-start.log
TESTS	unit	host-strlen-word-boundary	host strlen handles strings that cross a natural word boundary	0	1775499145040	1775499145997	957	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-strlen-word-boundary.log
BOOT TESTS	-	switching-to-an-untouched-terminal-shows-a-blank-screen	host-driven VNC E2E shows a blank screen on an untouched terminal	0	1775499145275	1775499148232	2957	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/boot-tests/root/switching-to-an-untouched-terminal-shows-a-blank-screen.log
TESTS	unit	host-strcmp-prefix-and-empty-cases	host strcmp handles prefix and empty/non-empty cases	0	1775499146020	1775499148333	2313	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-strcmp-prefix-and-empty-cases.log
TESTS	unit	host-strcmp-unit-tests-pass	host strcmp baseline unit tests pass	0	1775499145349	1775499148436	3087	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-strcmp-unit-tests-pass.log
TESTS	unit	host-strcmp-same-pointer	host strcmp returns equality for the same pointer	0	1775499148351	1775499149384	1033	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-strcmp-same-pointer.log
TESTS	unit	rust-defines-strlen	Rust defines strlen in the kernel helper module	0	1775499149396	1775499149404	8	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/rust-defines-strlen.log
TESTS	unit	rust-defines-strcmp	Rust defines strcmp in the kernel helper module	0	1775499149417	1775499149425	8	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/rust-defines-strcmp.log
TESTS	unit	rust-exports-kfs-strlen	kernel string family exports kfs_strlen	0	1775499149438	1775499149448	10	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/rust-exports-kfs-strlen.log
TESTS	unit	rust-exports-kfs-strcmp	kernel string family exports kfs_strcmp	0	1775499149461	1775499149472	11	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/rust-exports-kfs-strcmp.log
TESTS	unit	rust-avoids-extern-strlen	kernel string family does not fall back to extern strlen	0	1775499149484	1775499149494	10	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/rust-avoids-extern-strlen.log
TESTS	unit	rust-avoids-extern-strcmp	kernel string family does not fall back to extern strcmp	0	1775499149506	1775499149516	10	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/rust-avoids-extern-strcmp.log
TESTS	unit	host-strcmp-high-byte-ordering	host strcmp uses unsigned-byte ordering for high-byte cases	0	1775499148450	1775499149533	1083	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-strcmp-high-byte-ordering.log
TESTS	unit	release-kernel-exports-kfs-strlen	release kernel exports kfs_strlen	0	1775499149529	1775499149548	19	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/release-kernel-exports-kfs-strlen.log
TESTS	unit	release-kernel-exports-kfs-strcmp	release kernel exports kfs_strcmp	0	1775499149544	1775499149562	18	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/release-kernel-exports-kfs-strcmp.log
TESTS	unit	string-helpers-avoid-volatile-reads	string helpers avoid volatile ordinary-memory reads	0	1775499149559	1775499149577	18	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/string-helpers-avoid-volatile-reads.log
TESTS	unit	port-host-unit-tests-pass	host Port unit tests pass	0	1775499149575	1775499150636	1061	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/port-host-unit-tests-pass.log
TESTS	unit	kernel-range-host-unit-tests-pass	host KernelRange unit tests pass	0	1775499149601	1775499150711	1110	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/kernel-range-host-unit-tests-pass.log
BOOT TESTS	-	terminal-create-capacity-limit-is-a-no-op	host-driven VNC E2E leaves the active-terminal indicator unchanged when creating beyond terminal capacity	0	1775499140061	1775499151655	11594	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/boot-tests/root/terminal-create-capacity-limit-is-a-no-op.log
TESTS	unit	host-vga-bonus-normalize-cursor-pos-clamps-out-of-bounds	host VGA bonus cursor normalization clamps out-of-bounds positions to the last visible cell	0	1775499150663	1775499151845	1182	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-bonus-normalize-cursor-pos-clamps-out-of-bounds.log
TESTS	unit	host-vga-bonus-write-screen-advances-cursor-over-newline	host VGA bonus screen writing advances the cursor over newline	0	1775499150726	1775499151926	1200	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-bonus-write-screen-advances-cursor-over-newline.log
BOOT TESTS	-	switching-back-from-an-untouched-terminal-restores-the-dirty-terminal	host-driven VNC E2E restores the dirty terminal after switching back from an untouched one	0	1775499148245	1775499152038	3793	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/boot-tests/root/switching-back-from-an-untouched-terminal-restores-the-dirty-terminal.log
TESTS	unit	host-vga-bonus-write-screen-scrolls-latest-rows-into-view	host VGA bonus screen writing scrolls the latest rows into view	0	1775499151857	1775499152969	1112	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-bonus-write-screen-scrolls-latest-rows-into-view.log
TESTS	unit	host-vga-color-attribute-packs-foreground-and-background	host VGA color model packs foreground and background nibbles	0	1775499151938	1775499153056	1118	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-color-attribute-packs-foreground-and-background.log
BOOT TESTS	-	bare-function-key-selection-matrix	host-driven VNC E2E maps bare F1 through F10 onto visible terminal selection	0	1775499134987	1775499153139	18152	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/boot-tests/root/bare-function-key-selection-matrix.log
TESTS	unit	host-vga-color-attribute-masks-values-to-low-nibble	host VGA color model masks inputs to the low VGA nibble	0	1775499152985	1775499154069	1084	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-color-attribute-masks-values-to-low-nibble.log
TESTS	unit	host-vga-color-default-attribute-is-green-on-black	host VGA default attribute stays green on black	0	1775499153071	1775499154135	1064	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-color-default-attribute-is-green-on-black.log
TESTS	unit	host-vga-color-enum-values-match-vga-codes	host VGA color enum values match expected VGA palette codes	0	1775499154081	1775499154952	871	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-color-enum-values-match-vga-codes.log
TESTS	unit	host-vga-color-enum-from-index-wraps-in-palette-range	host VGA color enum wraps index-based selection across the palette range	0	1775499154146	1775499155046	900	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-color-enum-from-index-wraps-in-palette-range.log
TESTS	unit	source-defines-vga-attribute-model	source defines the VGA attribute packing model	0	1775499155058	1775499155066	8	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/source-defines-vga-attribute-model.log
TESTS	unit	source-defines-vga-color-palette	source defines the VGA color palette enum and index mapping	0	1775499155077	1775499155084	7	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/source-defines-vga-color-palette.log
TESTS	unit	source-defines-vga-color-api	source defines a configurable VGA color API in the driver	0	1775499155096	1775499155105	9	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/source-defines-vga-color-api.log
TESTS	unit	host-vga-color-api-updates-writer-attribute	host VGA color API updates the active writer attribute	0	1775499154964	1775499155814	850	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-color-api-updates-writer-attribute.log
TESTS	unit	host-vga-geometry-preset-compact-preset-changes-the-visible-geometry	host preset selection resolves the compact geometry	0	1775499155825	1775499156734	909	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-geometry-preset-compact-preset-changes-the-visible-geometry.log
TESTS	unit	host-vga-geometry-preset-default-preset-matches-the-current-build-selection	host build selection uses the compiled default geometry preset	0	1775499155116	1775499156870	1754	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-geometry-preset-default-preset-matches-the-current-build-selection.log
BOOT TESTS	-	alt-function-key-selection-matrix	host-driven VNC E2E maps Alt+F1 through Alt+F12 onto visible terminal selection	0	1775499135641	1775499157447	21806	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/boot-tests/root/alt-function-key-selection-matrix.log
TESTS	unit	host-vga-geometry-preset-history-geometry-tracks-the-selected-visible-width	host history geometry keeps the selected visible width	0	1775499156749	1775499157906	1157	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-geometry-preset-history-geometry-tracks-the-selected-visible-width.log
TESTS	unit	source-defines-geometry-preset-selection	screen types define geometry presets and selection helpers	0	1775499157917	1775499157924	7	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/source-defines-geometry-preset-selection.log
TESTS	unit	makefile-passes-geometry-preset-cfg	Makefile passes the geometry preset cfg into rustc builds	0	1775499157935	1775499157943	8	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/makefile-passes-geometry-preset-cfg.log
TESTS	unit	host-vga-geometry-preset-unknown-preset-names-fall-back-to-the-default-geometry	host preset selection falls back to the default geometry on unknown names	0	1775499156884	1775499158222	1338	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-geometry-preset-unknown-preset-names-fall-back-to-the-default-geometry.log
TESTS	unit	host-vga-geometry-writer-centers-compact-rows-without-duplicate-cells	host renderer centers a compact logical screen without duplicating rows or cells	0	1775499157954	1775499158996	1042	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-geometry-writer-centers-compact-rows-without-duplicate-cells.log
TESTS	unit	source-defines-physical-vga-dimensions	screen types define the fixed physical VGA dimensions separately from the logical preset	0	1775499159009	1775499159018	9	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/source-defines-physical-vga-dimensions.log
TESTS	unit	source-defines-logical-to-physical-renderer	VGA text driver defines a logical-to-physical render helper	0	1775499159028	1775499159037	9	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/source-defines-logical-to-physical-renderer.log
TESTS	unit	source-writer-centers-logical-buffer-inside-physical-vga	writer redraw path renders the logical viewport into the fixed physical VGA buffer	0	1775499159049	1775499159056	7	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/source-writer-centers-logical-buffer-inside-physical-vga.log
TESTS	unit	host-vga-geometry-writer-computes-centered-render-origin	host renderer computes the centered origin for a compact logical geometry	0	1775499158235	1775499159360	1125	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-geometry-writer-computes-centered-render-origin.log
TESTS	unit	host-vga-geometry-reports-dimensions-and-cell-capacity	host screen geometry reports width, height, and derived capacities	0	1775499159069	1775499160078	1009	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-geometry-reports-dimensions-and-cell-capacity.log
TESTS	unit	host-vga-geometry-clamps-out-of-bounds-positions	host screen geometry clamps out-of-bounds rows and columns	0	1775499159373	1775499160355	982	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-geometry-clamps-out-of-bounds-positions.log
TESTS	unit	host-vga-geometry-cell-index-uses-the-configured-width	host screen geometry computes flat cell indices from the configured width	0	1775499160091	1775499161020	929	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-geometry-cell-index-uses-the-configured-width.log
TESTS	unit	host-vga-geometry-tail-viewport-top-tracks-the-configured-height	host screen geometry computes tail viewport positions from the configured height	0	1775499160371	1775499161387	1016	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-geometry-tail-viewport-top-tracks-the-configured-height.log
TESTS	unit	host-vga-geometry-scroll-rows-up-uses-the-supplied-geometry-width	host VGA row scrolling respects the supplied geometry width	0	1775499161035	1775499162110	1075	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-geometry-scroll-rows-up-uses-the-supplied-geometry-width.log
TESTS	unit	source-defines-screen-dimensions-geometry-helpers	screen types define reusable geometry helper methods	0	1775499162124	1775499162134	10	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/source-defines-screen-dimensions-geometry-helpers.log
TESTS	unit	source-defines-geometry-aware-scroll-and-blit	VGA text driver defines geometry-aware scroll and blit helpers	0	1775499162147	1775499162154	7	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/source-defines-geometry-aware-scroll-and-blit.log
TESTS	unit	host-vga-geometry-blit-viewport-uses-the-supplied-geometry-dimensions	host VGA viewport blits respect the supplied geometry dimensions	0	1775499161401	1775499162420	1019	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-geometry-blit-viewport-uses-the-supplied-geometry-dimensions.log
TESTS	unit	host-vga-history-cursor-normalize-cursor-resets-out-of-bounds-to-zero	host VGA cursor normalization resets out-of-bounds flat cursors to zero	0	1775499162166	1775499163249	1083	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-history-cursor-normalize-cursor-resets-out-of-bounds-to-zero.log
BOOT TESTS	-	destroying-from-a-high-slot-focuses-a-valid-survivor	host-driven VNC E2E focuses a surviving terminal after destroying the highest active slot	0	1775499151666	1775499163334	11668	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/boot-tests/root/destroying-from-a-high-slot-focuses-a-valid-survivor.log
TESTS	unit	host-vga-history-cursor-normalize-cursor-pos-clamps-out-of-bounds-positions	host VGA cursor normalization clamps out-of-bounds row and column positions	0	1775499162436	1775499163433	997	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-history-cursor-normalize-cursor-pos-clamps-out-of-bounds-positions.log
TESTS	unit	host-vga-history-cursor-advances-on-same-row	host VGA writing advances the cursor on the same row for printable bytes	0	1775499163260	1775499164293	1033	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-history-cursor-advances-on-same-row.log
TESTS	unit	host-vga-history-cursor-moves-to-next-row-for-newline	host VGA writing moves to the next row for newline bytes	0	1775499163445	1775499164474	1029	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-history-cursor-moves-to-next-row-for-newline.log
TESTS	unit	host-vga-history-cursor-wraps-last-column-to-next-row	host VGA writing wraps the last column to the next row	0	1775499164305	1775499165295	990	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-history-cursor-wraps-last-column-to-next-row.log
TESTS	unit	host-vga-history-scrolls-bottom-row-on-newline	host VGA screen writing scrolls the bottom row on newline	0	1775499164488	1775499165446	958	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-history-scrolls-bottom-row-on-newline.log
TESTS	unit	host-vga-history-keeps-latest-rows-visible-after-multiple-scrolls	host VGA screen writing keeps the latest rows visible after repeated scrolls	0	1775499165305	1775499166471	1166	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-history-keeps-latest-rows-visible-after-multiple-scrolls.log
BOOT TESTS	-	backspace-blanks-the-last-visible-character-cell	host-driven VNC E2E blanks the last visible character cell on Backspace	0	1775499163351	1775499166643	3292	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/boot-tests/root/backspace-blanks-the-last-visible-character-cell.log
TESTS	unit	host-vga-history-tail-viewport-top-follows-live-cursor-row	host VGA history computes the live tail viewport top from the logical cursor row	0	1775499165466	1775499166736	1270	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-history-tail-viewport-top-follows-live-cursor-row.log
TESTS	unit	host-vga-history-blit-viewport-restores-older-history-rows	host VGA history can blit older retained rows back into the visible viewport	0	1775499166484	1775499167450	966	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-history-blit-viewport-restores-older-history-rows.log
TESTS	unit	host-vga-history-terminal-tracks-tail-viewport-after-history-scroll	host VGA terminal keeps the viewport snapped to the live tail after retained-history scrolling	0	1775499166750	1775499167737	987	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-history-terminal-tracks-tail-viewport-after-history-scroll.log
TESTS	unit	host-vga-history-terminal-backspace-blanks-the-previous-character-cell	host VGA terminal backspace blanks the previous retained-history character cell	0	1775499167466	1775499168540	1074	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-history-terminal-backspace-blanks-the-previous-character-cell.log
TESTS	unit	host-vga-history-terminal-backspace-wraps-from-start-of-line	host VGA terminal backspace from column-zero moves to previous row for wrapped lines	0	1775499167749	1775499168702	953	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-history-terminal-backspace-wraps-from-start-of-line.log
TESTS	unit	host-vga-history-terminal-backspace-crosses-newline-boundary	host VGA terminal backspace from column-zero after newline deletes last character on previous line	0	1775499168552	1775499169625	1073	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-history-terminal-backspace-crosses-newline-boundary.log
TESTS	unit	host-vga-history-terminal-backspace-crosses-empty-lines-after-scroll	host VGA terminal backspace crosses blank scrolled lines instead of stopping at the viewport boundary	0	1775499168716	1775499169768	1052	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-history-terminal-backspace-crosses-empty-lines-after-scroll.log
TESTS	unit	source-defines-vga-text-cursor-helpers	VGA text driver defines the cursor normalization helpers	0	1775499169783	1775499169797	14	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/source-defines-vga-text-cursor-helpers.log
TESTS	unit	source-defines-vga-text-screen-writer	VGA text driver defines the screen writer helper	0	1775499169821	1775499169837	16	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/source-defines-vga-text-screen-writer.log
TESTS	unit	source-defines-vga-history-model	VGA text driver defines the retained-history terminal model	0	1775499169852	1775499169863	11	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/source-defines-vga-history-model.log
TESTS	unit	host-vga-history-terminal-backspace-rewinds-to-origin-across-blank-lines	host VGA terminal backspace rewinds to the origin across explicit blank lines	0	1775499169652	1775499170739	1087	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-history-terminal-backspace-rewinds-to-origin-across-blank-lines.log
TESTS	unit	host-vga-vt-terminal-buffers-keep-output-and-cursor-state-isolated	host virtual terminals keep retained output and cursor state isolated per terminal	0	1775499169876	1775499170864	988	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-vt-terminal-buffers-keep-output-and-cursor-state-isolated.log
TESTS	unit	host-vga-vt-active-terminal-selection-keeps-each-buffer-intact	host virtual terminals keep each buffer intact when the active terminal changes	0	1775499170752	1775499171791	1039	/home/motero/Code/kfs-1/.tmp/bench/profile-jobs6b.cases/tests/unit/host-vga-vt-active-terminal-selection-keeps-each-buffer-intact.log
